KEYID,PKTYPE,PKTYPE1,PKID,ZONE,PKROAD,x_cen_84,y_cen_84
785124,02,,,,,121.491440599,25.026450875
785125,02,,,,,121.491374864,25.026395289
785126,02,,,,,121.491368423,25.026389615
785127,02,,,,,121.491361982,25.026383941
785128,02,,,,,121.491355542,25.026378267
785129,02,,,,,121.491349101,25.026372593
785130,02,,,,,121.491342660,25.026366919
801091,02,,,,,121.489843996,25.033315837
532516,01,小型車,42,07,長沙街二段,121.501006903,25.040895527
544549,01,小型車,43,07,長沙街二段,121.500961973,25.040914171
587961,01,小型車,38,07,長沙街2段,121.501204269,25.040815197
534366,03,殘汽,63,07,長沙街二段,121.500890316,25.040867264
550023,01,小型車,64,07,長沙街二段,121.500934541,25.040848895
545427,07,貨車,40,07,長沙街二段,121.501096332,25.040858166
549562,01,小型車,39,07,長沙街二段,121.501159803,25.040833816
801092,02,,,,,121.489847905,25.033323165
801093,02,,,,,121.489851814,25.033330494
801094,02,,,,,121.489855723,25.033337822
785725,02,,,,,121.511812086,25.023924100
801095,02,,,,,121.489859632,25.033345150
801096,02,,,,,121.489863541,25.033352478
785716,02,,,,,121.511872649,25.023972632
785717,02,,,,,121.511865920,25.023967239
785718,02,,,,,121.511859191,25.023961847
785719,02,,,,,121.511852462,25.023956455
785720,02,,,,,121.511845732,25.023951062
785721,02,,,,,121.511839003,25.023945670
785722,02,,,,,121.511832274,25.023940277
785723,02,,,,,121.511825545,25.023934885
785724,02,,,,,121.511818815,25.023929493
785726,02,,,,,121.511805357,25.023918708
785727,02,,,,,121.511798628,25.023913315
652145,01,,3,07,水源路,121.511775430,25.023896846
556360,01,,6,07,水源路,121.511652541,25.023816039
556356,01,,10,07,水源路,121.511474607,25.023722869
567296,02,,,07,萬青街,121.501576945,25.022830184
786091,02,,,,,121.501580072,25.022797550
552371,01,貨車裝卸專用,5,07,永福街,121.505948291,25.038159521
787897,02,,,,,121.501629706,25.033277905
787891,02,,,,,121.501560427,25.033268405
787892,02,,,,,121.501571973,25.033269989
787893,02,,,,,121.501583520,25.033271572
787894,02,,,,,121.501595067,25.033273155
787895,02,,,,,121.501606613,25.033274738
787896,02,,,,,121.501618160,25.033276322
787898,02,,,,,121.501641253,25.033279488
787899,02,,,,,121.501652800,25.033281071
787900,02,,,,,121.501664346,25.033282655
787901,02,,,,,121.501675893,25.033284238
787902,02,,,,,121.501687440,25.033285821
787903,02,,,,,121.501698986,25.033287404
787904,02,,,,,121.501710533,25.033288988
787905,02,,,,,121.501722079,25.033290571
787906,02,,,,,121.501733626,25.033292154
787907,02,,,,,121.501745173,25.033293737
787908,02,,,,,121.501756719,25.033295321
787909,02,,,,,121.501768266,25.033296904
787910,02,,,,,121.501779813,25.033298487
672398,02,機車,,07,廣州街152巷,121.500427457,25.035916624
531564,01,小型車,14,07,西寧南路,121.506277791,25.039197196
688346,01,小型車,13,07,西寧南路,121.506285917,25.039140394
588218,01,小型車,15,07,西寧南路,121.506267028,25.039269790
540861,01,小型車,7,07,青年路68巷,121.501915004,25.023615908
535697,01,小型車,8,07,青年路68巷,121.501866240,25.023614842
788706,02,,,,,121.501836915,25.023614053
788707,02,,,,,121.501827936,25.023613804
788708,02,,,,,121.501818957,25.023613555
788709,02,,,,,121.501809978,25.023613306
788710,02,,,,,121.501800999,25.023613057
788711,02,,,,,121.501745629,25.023612660
788712,02,,,,,121.501754612,25.023612709
788713,02,,,,,121.501763595,25.023612758
788714,02,,,,,121.501772578,25.023612807
788715,02,,,,,121.501781561,25.023612856
539945,01,小型車,44,07,中華路二段,121.508215360,25.025722282
593116,07,貨車裝卸專用,27,07,西寧南路,121.506378148,25.044487602
794227,02,,,,,121.505043912,25.040461839
794228,02,,,,,121.505035098,25.040460272
794229,02,,,,,121.505026283,25.040458704
551424,01,小型車,63,07,貴陽街二段,121.504452834,25.039662902
794230,02,,,,,121.505017468,25.040457136
794231,02,,,,,121.505008653,25.040455568
735837,01,小型車,69,07,貴陽街二段,121.504837603,25.039605639
794232,02,,,,,121.504999838,25.040454000
794233,02,,,,,121.504991023,25.040452432
794234,02,,,,,121.504982208,25.040450864
794235,02,,,,,121.504973393,25.040449296
794236,05,,,,,121.504206389,25.029739849
550034,01,小型車,67,07,貴陽街二段,121.504715966,25.039624383
794237,05,,,,,121.504235202,25.029708629
532050,01,小型車,64,07,貴陽街二段,121.504505661,25.039654140
563718,07,貨車裝卸專用,65,07,貴陽街二段,121.504559159,25.039645657
537595,01,小型車,66,07,貴陽街二段,121.504612553,25.039637679
801493,01,,24,,,121.504673410,25.039700717
801452,02,,,,,121.501022988,25.031768683
801453,02,,,,,121.501014153,25.031767210
801454,02,,,,,121.501005318,25.031765738
801455,02,,,,,121.500996483,25.031764265
801456,02,,,,,121.500987648,25.031762792
801457,02,,,,,121.500978813,25.031761320
801458,02,,,,,121.501720575,25.030368472
801459,02,,,,,121.501711595,25.030368263
801460,02,,,,,121.501702615,25.030368053
801461,02,,,,,121.501693635,25.030367843
801462,02,,,,,121.501684655,25.030367634
801463,02,,,,,121.501675674,25.030367424
801464,02,,,,,121.501666694,25.030367215
801465,02,,,,,121.501657714,25.030367005
801466,02,,,,,121.501648734,25.030366796
801467,02,,,,,121.501639754,25.030366586
801468,02,,,,,121.501630773,25.030366377
651408,12,,2,07,環河南路二段250巷25弄,121.489955823,25.033393188
820697,02,,,,,121.501837106,25.028181856
807594,02,,,,,121.505353728,25.041649169
796895,02,,,,,121.505150785,25.037986107
796896,02,,,,,121.505149104,25.037978112
796897,02,,,,,121.505147423,25.037970117
796898,02,,,,,121.505145743,25.037962121
796899,02,,,,,121.505144062,25.037954126
534821,01,小型車,24,07,青年路,121.503792731,25.020198186
543650,01,小型車,27,07,青年路,121.503924616,25.020103115
535463,01,小型車,59,07,,121.504592615,25.034194667
802979,02,,,,,121.495925363,25.020818941
802980,02,,,,,121.495927542,25.020826838
802981,02,,,,,121.495929720,25.020834735
802982,02,,,,,121.495931899,25.020842632
802983,02,,,,,121.495934078,25.020850529
802984,02,,,,,121.495936256,25.020858426
803168,02,,,,,121.504973545,25.047090829
803169,02,,,,,121.504982237,25.047088775
803170,02,,,,,121.504990929,25.047086721
803171,02,,,,,121.504999621,25.047084666
803172,02,,,,,121.505008314,25.047082612
803173,02,,,,,121.505017006,25.047080558
803174,02,,,,,121.505025698,25.047078503
803175,02,,,,,121.505034390,25.047076449
534374,01,小型車,62,07,貴陽街二段,121.504386492,25.039673554
550951,01,小型車,23,07,貴陽街二段,121.504722206,25.039692768
541348,01,小型車,22,07,貴陽街二段,121.504771483,25.039685269
537093,01,小型車,21,07,貴陽街二段,121.504820473,25.039677763
820698,02,,,,,121.501631016,25.028148217
820699,02,,,,,121.501639849,25.028149697
803150,02,,,,,121.500272748,25.031082924
803151,02,,,,,121.500281731,25.031082947
803152,02,,,,,121.500290714,25.031082970
537073,01,小型車,4,07,雙園街147巷,121.492028292,25.031876749
582811,01,小型車,5,07,雙園街147巷,121.491997183,25.031841684
678150,03,,6,07,萬大路,121.500446357,25.029945489
820741,02,,,,,121.507824858,25.024570327
795704,08,,,,,121.499151006,25.033475044
804058,02,,,,,121.490386223,25.032466579
804059,02,,,,,121.490391378,25.032472223
804060,02,,,,,121.490396533,25.032477866
804095,02,,,,,121.505356604,25.046998133
692515,01,小型車,2,07,峨嵋街,121.502306905,25.044580668
804061,02,,,,,121.490401688,25.032483509
804062,02,,,,,121.490406843,25.032489152
566085,01,,58,07,西藏路125巷,121.502505011,25.028916093
545932,01,小型車,32,07,國興路,121.508321837,25.023869439
820742,02,,,,,121.507819045,25.024576533
559165,07,貨車裝卸專用,14,07,峨眉街,121.503965712,25.044183008
804063,02,,,,,121.490411899,25.032494852
804081,02,,,,,121.506867340,25.046566982
535287,01,小型車,15,07,峨嵋街,121.504278555,25.044108335
566086,01,,56,07,西藏路125巷,121.502523557,25.028827406
804064,02,,,,,121.490417003,25.032500534
804082,02,,,,,121.506874295,25.046565345
651254,01,,02,07,西藏路125巷,121.502484311,25.028669153
804065,02,,,,,121.490422107,25.032506215
804083,02,,,,,121.506881251,25.046563707
804066,02,,,,,121.490427211,25.032511896
582816,07,貨車裝卸專用,03,07,西藏路125巷,121.502504943,25.028568110
551873,01,小型車,34,07,國興路,121.508335791,25.023760483
590343,01,小型車,19,07,峨嵋街,121.504623244,25.044028344
820743,02,,,,,121.507813232,25.024582739
804067,02,,,,,121.490432314,25.032517578
804068,02,,,,,121.490437418,25.032523259
582817,07,貨車裝卸專用,04,07,西藏路125巷,121.502515967,25.028514880
549577,01,小型車,28,07,開封街二段,121.506579565,25.046709170
804146,01,,13,,,121.501995705,25.043736203
539960,01,小型車,27,07,開封街二段,121.506533647,25.046719979
598106,01,,55,07,西藏路125巷,121.502570775,25.028600108
804147,01,,01,,,121.501787152,25.043787087
536167,01,小型車,25,07,開封街二段,121.506437491,25.046742925
804148,01,,02,,,121.501804505,25.043782868
598108,01,,53,07,西藏路125巷,121.502591915,25.028493495
804149,01,,03,,,121.501821857,25.043778650
699659,04,,,07,開封街二段,121.505746409,25.046903774
804086,02,,,,,121.505729599,25.046907463
804150,01,,04,,,121.501839210,25.043774431
804087,02,,,,,121.505656874,25.046856802
804151,01,,05,,,121.501856562,25.043770212
804088,02,,,,,121.505649938,25.046858506
804152,01,,06,,,121.501873914,25.043765994
804153,01,,07,,,121.501891267,25.043761775
804154,01,,08,,,121.501908619,25.043757557
804155,01,,09,,,121.501925972,25.043753338
804156,01,,10,,,121.501943324,25.043749120
804157,01,,11,,,121.501960677,25.043744901
804158,01,,12,,,121.501978029,25.043740683
562336,01,,48,07,寶興街,121.495917066,25.022172435
741345,03,身心障礙專用(汽,07,07,成都路,121.504123956,25.043252243
581768,03,,47,07,寶興街,121.495931036,25.022124250
654885,07,貨車裝卸專用,12,07,漢口街二段,121.503861078,25.046432127
804159,02,,,,,121.504699542,25.043115573
540862,01,小型車,46,07,寶興街,121.495956014,25.022046787
587901,02,機車,,07,漢口街二段,121.504004789,25.046290080
804160,02,,,,,121.504690873,25.043117708
804118,02,,,,,121.504045390,25.046387682
804161,02,,,,,121.504682204,25.043119842
804365,02,,,,,121.505662089,25.045797426
683348,07,貨車裝卸專用,11,07,漢口街二段,121.504161297,25.046359411
804162,02,,,,,121.504673536,25.043121977
804366,02,,,,,121.505659826,25.045789550
804119,02,,,,,121.504119167,25.046262072
804163,02,,,,,121.504664867,25.043124111
804367,02,,,,,121.505657563,25.045781674
804368,02,,,,,121.505655301,25.045773798
804369,02,,,,,121.505653038,25.045765922
804121,02,,,,,121.504723259,25.046224919
804370,02,,,,,121.505650775,25.045758046
804122,02,,,,,121.504732027,25.046222912
804371,02,,,,,121.505648512,25.045750170
804372,02,,,,,121.505646249,25.045742294
804373,02,,,,,121.505643986,25.045734418
804374,02,,,,,121.505641724,25.045726542
804375,02,,,,,121.505639461,25.045718666
804172,02,,,,,121.504586849,25.043143323
804173,02,,,,,121.504578180,25.043145457
804378,02,,,,,121.505632672,25.045695038
804379,02,,,,,121.505630409,25.045687161
804380,02,,,,,121.505628146,25.045679285
804381,02,,,,,121.505625884,25.045671409
804382,02,,,,,121.505623621,25.045663533
804181,02,,,,,121.504508831,25.043162534
804385,02,,,,,121.505616832,25.045639905
804182,02,,,,,121.504500162,25.043164668
804386,02,,,,,121.505614569,25.045632029
804183,02,,,,,121.504491493,25.043166803
804387,02,,,,,121.505612306,25.045624153
804427,02,,,,,121.502004919,25.033699566
804388,02,,,,,121.505610044,25.045616277
804428,02,,,,,121.502013902,25.033699519
804429,02,,,,,121.502022885,25.033699473
804141,02,,,,,121.504768108,25.046213863
804430,02,,,,,121.502031868,25.033699426
804142,02,,,,,121.504776457,25.046212008
804431,02,,,,,121.502040851,25.033699379
804143,02,,,,,121.504785057,25.046210001
579788,07,貨車裝卸專用,10,07,漢口街二段,121.505356428,25.046074210
804432,02,,,,,121.502049834,25.033699332
681423,07,貨車裝卸專用,2,07,漢口街二段,121.505351279,25.045968613
588112,02,機車,,07,漢口街二段,121.505290063,25.045983043
804190,02,,,,,121.504430813,25.043181745
804191,02,,,,,121.504422144,25.043183880
804192,02,,,,,121.504413475,25.043186014
804193,02,,,,,121.504404807,25.043188149
654568,02,機車,,07,成都路,121.505600846,25.042795766
721405,07,,2,07,成都路,121.505346115,25.042958402
635367,07,貨車裝卸專用,01,07,成都路,121.506207900,25.042754422
805043,02,,,,,121.490522844,25.032545880
750805,07,貨車裝卸專用,5,07,成都路,121.506514681,25.042574489
805044,02,,,,,121.490518261,25.032540865
805045,02,,,,,121.490513678,25.032535849
583501,07,,6,07,成都路,121.506712712,25.042528036
804195,04,,,,,121.507081148,25.042439759
804196,04,,,,,121.507063137,25.042443965
804197,04,,,,,121.507045546,25.042448519
795791,08,,,,,121.499195742,25.033478907
795793,02,,,,,121.499207955,25.033516622
795794,02,,,,,121.499198987,25.033516143
795795,02,,,,,121.499190019,25.033515665
795797,02,,,,,121.499172084,25.033514707
795796,02,,,,,121.499181052,25.033515186
795798,02,,,,,121.499163117,25.033514229
795799,02,,,,,121.499154149,25.033513750
795800,02,,,,,121.499145181,25.033513271
795801,02,,,,,121.499136214,25.033512793
795802,02,,,,,121.499127246,25.033512314
669709,03,小型車,9,07,南寧路,121.503635928,25.035548088
795805,07,,17,,,121.499186822,25.033758194
804233,02,,,,,121.506745984,25.042520780
804234,02,,,,,121.506754663,25.042518680
804238,02,,,,,121.506789380,25.042510282
804239,02,,,,,121.506798059,25.042508182
804240,02,,,,,121.506806738,25.042506082
804241,02,,,,,121.506815417,25.042503983
804242,02,,,,,121.506824096,25.042501883
805543,02,,,,,121.496269082,25.023058169
805544,02,,,,,121.496277079,25.023061878
804245,02,,,,,121.506850133,25.042495584
804246,02,,,,,121.506858812,25.042493484
768864,02,機車,,07,西園路一段,121.499946809,25.040347844
805546,02,,,,,121.496293072,25.023069296
804247,02,,,,,121.506867491,25.042491384
768862,02,機車,,07,西園路一段,121.499946391,25.040338829
805547,02,,,,,121.496301069,25.023073004
804248,02,,,,,121.506876170,25.042489285
587950,01,小型車,15,07,西園路一段,121.499944716,25.040295050
805548,02,,,,,121.496308992,25.023076627
804249,02,,,,,121.506884849,25.042487185
805549,02,,,,,121.496317056,25.023080214
805550,02,,,,,121.496325119,25.023083802
805551,02,,,,,121.496333183,25.023087390
804252,02,,,,,121.506910886,25.042480886
805552,02,,,,,121.496341247,25.023090978
804253,02,,,,,121.506919565,25.042478786
805553,02,,,,,121.496349310,25.023094565
804254,02,,,,,121.506928245,25.042476686
804257,02,,,,,121.506936851,25.042474525
805557,12,,,,,121.496388381,25.023103403
805558,12,,,,,121.496418968,25.023117136
804259,02,,,,,121.506971640,25.042466188
805559,12,,,,,121.496449555,25.023130869
804260,02,,,,,121.506980319,25.042464088
757209,02,機車,,07,德昌街125巷,121.496867529,25.023332313
804261,02,,,,,121.506988998,25.042461989
805560,12,,,,,121.496692877,25.023240189
805561,12,,,,,121.496725016,25.023254750
805562,12,,,,,121.496757155,25.023269311
804264,02,,,,,121.507015035,25.042455689
805563,12,,,,,121.496789294,25.023283872
804265,02,,,,,121.507023714,25.042453590
805564,12,,,,,121.496821433,25.023298433
804266,02,,,,,121.507032393,25.042451490
806270,02,,,,,121.507113189,25.045661559
703728,02,機車,,07,內江街,121.500433691,25.041887325
723393,02,機車,,07,內江街,121.500626598,25.041871991
806328,02,,,,,121.504304086,25.041571292
806271,02,,,,,121.507249905,25.045628805
806293,02,,,,,121.501951293,25.041681452
806329,02,,,,,121.504313035,25.041570583
806294,02,,,,,121.501960235,25.041680676
806330,02,,,,,121.504321984,25.041569875
806295,02,,,,,121.501969178,25.041679899
806331,02,,,,,121.504330933,25.041569166
806332,02,,,,,121.504339882,25.041568457
806333,02,,,,,121.504348831,25.041567749
806261,02,,,,,121.506009693,25.045812552
806334,02,,,,,121.504689851,25.041488987
806262,02,,,,,121.506018396,25.045810536
806299,02,,,,,121.502004946,25.041676793
806335,02,,,,,121.504698689,25.041490014
806263,02,,,,,121.506027100,25.045808520
806300,02,,,,,121.502013888,25.041676017
806336,02,,,,,121.504707610,25.041490966
806264,02,,,,,121.506035803,25.045806504
806301,02,,,,,121.502022831,25.041675240
806337,02,,,,,121.504716532,25.041491917
806265,02,,,,,121.506044506,25.045804488
806302,02,,,,,121.502031773,25.041674464
806266,02,,,,,121.506053209,25.045802473
806303,02,,,,,121.502040715,25.041673687
806339,02,,,,,121.504734626,25.041493137
806267,02,,,,,121.506061913,25.045800457
806304,02,,,,,121.502049657,25.041672911
806340,02,,,,,121.504743632,25.041494012
806268,02,,,,,121.506070616,25.045798441
806305,02,,,,,121.502058599,25.041672134
806341,02,,,,,121.504752553,25.041495040
806269,02,,,,,121.506079319,25.045796425
806306,02,,,,,121.502067542,25.041671358
806342,02,,,,,121.504761475,25.041496067
806307,02,,,,,121.502076484,25.041670581
806343,02,,,,,121.504770396,25.041496943
806344,02,,,,,121.504779234,25.041497970
587800,01,小型車,121,07,環河南路二段,121.491448551,25.032337586
543179,01,小型車,32,07,內江街,121.500986893,25.041836248
533413,01,小型車,42,07,內江街,121.501029634,25.041741597
549561,01,小型車,49,07,內江街,121.501769140,25.041695594
806351,02,,,,,121.504833052,25.041502808
806316,02,,,,,121.502135171,25.041665608
806352,02,,,,,121.504841889,25.041503835
538976,01,小型車,25,07,內江街,121.501982263,25.041757803
806317,02,,,,,121.502126231,25.041666400
806318,02,,,,,121.502117290,25.041667192
806321,02,,,,,121.503747675,25.041531797
806322,02,,,,,121.503756610,25.041530948
806323,02,,,,,121.503765544,25.041530100
806324,02,,,,,121.503774478,25.041529251
806325,02,,,,,121.503783412,25.041528403
806326,02,,,,,121.503792346,25.041527554
806327,02,,,,,121.503932007,25.041516387
806534,02,,,,,121.501747865,25.020394109
573863,01,小型車,60,07,長沙街二段,121.500454940,25.041049846
573862,01,小型車,62,07,長沙街二段,121.500544650,25.041012889
567921,02,,,07,內江街,121.506242520,25.041660026
652131,01,小型車,41,07,長沙街二段,121.501051472,25.040876973
776431,02,機車,,07,貴陽街二段,121.502212937,25.040094957
806536,02,,,,,121.501761636,25.020383654
806681,07,,2,,,121.498493738,25.040068962
535714,01,小型車,44,07,長沙街二段,121.500916572,25.040932853
737346,02,機車,,07,貴陽街二段,121.499058113,25.040111895
776434,02,機車,,07,貴陽街二段,121.502221877,25.040093521
806762,02,,,,,121.498762165,25.040082614
806537,02,,,,,121.501768522,25.020378426
702338,01,小型車,53,07,貴陽街二段,121.502288810,25.040082589
806763,02,,,,,121.498753233,25.040081747
806538,02,,,,,121.501775408,25.020373198
652130,01,警車,201,07,長沙街二段,121.501511541,25.040607701
806764,02,,,,,121.498744301,25.040080880
806539,02,,,,,121.501782293,25.020367970
758088,02,機車,,07,長沙街二段,121.501484173,25.040619215
806644,02,,,,,121.506474222,25.041617227
806765,02,,,,,121.498735369,25.040080013
806540,02,,,,,121.501789179,25.020362743
758089,02,機車,,07,長沙街二段,121.501475198,25.040622966
806645,02,,,,,121.506483012,25.041615551
806682,01,,50,,,121.502516109,25.040046812
806766,02,,,,,121.498726437,25.040079146
730955,02,機車,,07,長沙街二段,121.501538701,25.040596212
806646,02,,,,,121.506491803,25.041613875
702329,02,機車,,07,貴陽街二段,121.502666725,25.040021723
806767,02,,,,,121.498717504,25.040078279
730956,02,機車,,07,長沙街二段,121.501556569,25.040588407
806647,02,,,,,121.506500594,25.041612200
806768,02,,,,,121.498708572,25.040077412
685775,02,,,07,長沙街二段,121.502551197,25.040454477
806648,02,,,,,121.506509384,25.041610524
685774,02,,,07,長沙街二段,121.502560990,25.040453819
806649,02,,,,,121.506518175,25.041608848
807093,02,,,,,121.501689007,25.020389949
806650,02,,,,,121.506526966,25.041607172
807094,02,,,,,121.490442579,25.032529088
806651,02,,,,,121.506535756,25.041605497
807095,02,,,,,121.490447672,25.032534777
531552,01,小型車,73,07,長沙街二段,121.503551541,25.040383168
806652,02,,,,,121.506544547,25.041603821
806653,02,,,,,121.506553338,25.041602145
807097,02,,,,,121.490457858,25.032546156
654515,02,,,07,長沙街二段,121.503842236,25.040362747
806654,02,,,,,121.506562128,25.041600469
807098,02,,,,,121.490462950,25.032551845
654513,02,,,07,長沙街二段,121.503915923,25.040357135
806655,02,,,,,121.506570919,25.041598793
704556,04,身心障礙專用(機,,07,長沙街二段,121.504117268,25.040343428
806656,02,,,,,121.506579710,25.041597118
807100,02,,,,,121.490467986,25.032557645
806657,02,,,,,121.506588500,25.041595442
807101,02,,,,,121.490678367,25.032608216
806658,02,,,,,121.506597291,25.041593766
806542,02,,,,,121.504130743,25.040342545
806659,02,,,,,121.506606082,25.041592090
806543,02,,,,,121.504139713,25.040342097
806544,02,,,,,121.504148682,25.040341650
806545,02,,,,,121.504157734,25.040341083
806662,02,,,,,121.506632454,25.041587063
595780,02,機車,,07,長沙街二段,121.504744894,25.040410347
806663,02,,,,,121.506641244,25.041585387
806664,02,,,,,121.506650035,25.041583712
806546,01,,83,,,121.504716518,25.040405402
531086,01,小型車,85,07,長沙街二段,121.505437684,25.040531518
806665,02,,,,,121.506658826,25.041582036
549116,01,小型車,84,07,長沙街二段,121.505393633,25.040524218
806666,02,,,,,121.506667616,25.041580360
806667,02,,,,,121.506676407,25.041578684
806347,02,,,,,121.504797282,25.041499230
807112,02,,,,,121.493035893,25.030928799
806348,02,,,,,121.504806203,25.041500105
806719,02,,,,,121.502887205,25.039914501
807113,02,,,,,121.493042907,25.030923714
806349,02,,,,,121.504815125,25.041500981
806670,02,,,,,121.506702779,25.041573657
806720,02,,,,,121.502895166,25.039913225
806350,02,,,,,121.504824046,25.041502008
806671,02,,,,,121.506711570,25.041571981
806721,02,,,,,121.502903128,25.039911949
806672,02,,,,,121.506720360,25.041570305
806722,02,,,,,121.502911089,25.039910673
730430,07,貨車裝卸專用,74,07,內江街,121.505522793,25.041576621
806673,02,,,,,121.506729151,25.041568630
806723,02,,,,,121.502919050,25.039909397
567907,02,,,07,內江街,121.506071098,25.041692752
806674,02,,,,,121.506737942,25.041566954
806724,02,,,,,121.502927011,25.039908121
806675,02,,,,,121.506746732,25.041565278
806725,02,,,,,121.502934973,25.039906845
806726,02,,,,,121.502942936,25.039905421
806676,07,,02,,,121.506777591,25.041559443
567915,02,,,07,內江街,121.506183997,25.041671178
806677,02,,,,,121.506945585,25.042472468
806727,02,,,,,121.502950899,25.039904156
806678,02,,,,,121.506465387,25.041618912
806728,02,,,,,121.502958863,25.039902892
806679,02,,,,,121.506456582,25.041620524
806729,02,,,,,121.502966826,25.039901628
806680,02,,,,,121.506447777,25.041622135
806730,02,,,,,121.502974790,25.039900363
806731,02,,,,,121.502982753,25.039899099
806732,02,,,,,121.502990717,25.039897835
806733,02,,,,,121.502998680,25.039896570
806734,02,,,,,121.503006644,25.039895306
806735,02,,,,,121.503014607,25.039894042
533410,01,小型車,39,07,貴陽街二段,121.503282472,25.039919639
727117,02,機車,,07,貴陽街二段,121.503367298,25.039905721
727122,02,機車,,07,貴陽街二段,121.503376164,25.039904227
653902,02,機車,,07,貴陽街二段,121.503703699,25.039854712
807592,02,,,,,121.505335869,25.041647389
653898,02,機車,,07,貴陽街二段,121.503719379,25.039852071
807593,02,,,,,121.505344799,25.041648279
588220,07,貨車裝卸專用,32,07,貴陽街二段,121.503846312,25.039833324
787831,03,,55,,,121.503486375,25.039821448
807595,02,,,,,121.505362657,25.041650059
532514,01,小型車,56,07,貴陽街二段,121.503532657,25.039814292
806747,01,,60,,,121.504012082,25.039735621
806748,01,,59,,,121.503963411,25.039743322
806749,01,,58,,,121.503914741,25.039751023
806750,02,,,,,121.504644633,25.039705340
806751,02,,,,,121.504635787,25.039706754
806752,02,,,,,121.504626940,25.039708169
806753,02,,,,,121.504618094,25.039709583
807603,02,,,,,121.505434091,25.041657179
806754,02,,,,,121.504609247,25.039710998
807604,02,,,,,121.505443021,25.041658069
806755,01,,20,,,121.504869039,25.039669660
806756,01,,19,,,121.504917678,25.039661796
807606,02,,,,,121.505460879,25.041659849
806757,01,,18,,,121.504966317,25.039653932
807607,02,,,,,121.505469809,25.041660739
807608,02,,,,,121.505478738,25.041661629
806759,01,,10,,,121.505996295,25.039493952
807609,02,,,,,121.505487667,25.041662519
807610,02,,,,,121.505496596,25.041663409
806761,01,,12,,,121.505875824,25.039513022
807611,02,,,,,121.505505526,25.041664299
676666,04,,,07,貴陽街二段,121.506728159,25.039377174
806760,01,,11,,,121.505947627,25.039501665
807615,02,,,,,121.505541243,25.041667859
807616,02,,,,,121.505550172,25.041668749
807617,02,,,,,121.505559101,25.041669639
807636,02,,,,,121.505728758,25.041686549
807637,02,,,,,121.505737687,25.041687439
807638,02,,,,,121.505746616,25.041688329
807639,02,,,,,121.505755546,25.041689219
807640,02,,,,,121.505764475,25.041690109
807642,02,,,,,121.505782333,25.041691889
807643,02,,,,,121.505791263,25.041692779
807644,02,,,,,121.505800192,25.041693669
573368,01,小型車,34,07,寶興街,121.495545328,25.023036516
738987,03,身心障礙專用(汽,88,07,昆明街,121.504803705,25.042703590
708965,07,貨車裝卸專用,89,07,昆明街,121.504811256,25.042752776
800455,01,,71,,,121.491435356,25.029436805
800454,01,,72,,,121.491403635,25.029465618
800453,01,,73,,,121.491371914,25.029494431
800452,01,,74,,,121.491340193,25.029523244
800451,01,,75,,,121.491308472,25.029552058
800450,01,,76,,,121.491276751,25.029580871
800449,01,,77,,,121.491245030,25.029609684
800448,01,,78,,,121.491213309,25.029638497
800445,01,,81,,,121.491118146,25.029724936
800444,01,,82,,,121.491086425,25.029753750
531544,01,小型車,95,07,西藏路,121.490481977,25.030297155
545415,01,小型車,96,07,西藏路,121.490447723,25.030328503
537567,07,貨車裝卸專用,52,07,西藏路,121.490155556,25.030091678
533878,07,貨車裝卸專用,53,07,西藏路,121.490241038,25.030016644
536145,07,貨車裝卸專用,55,07,西藏路,121.490312030,25.029952603
567178,07,貨車裝卸專用,67,07,西藏路,121.490924849,25.029390610
540391,07,貨車裝卸專用,70,07,西藏路,121.491141230,25.029197829
808819,02,,,,,121.498758632,25.038429185
738282,03,身心殘障專用(汽,35,07,西寧南路4號,121.507300269,25.047743198
546387,02,機車,,07,桂林路,121.499563716,25.038410575
636638,07,裝卸貨車,38,07,西寧南路,121.507366939,25.047969988
573187,01,小型車,02,07,桂林路,121.499957331,25.038405127
808901,02,,,,,121.506937078,25.046442625
567888,01,,31,07,西寧南路,121.507133179,25.047176314
576327,02,,,07,桂林路,121.501187492,25.038357022
808823,02,,,,,121.507113202,25.047106937
808902,02,,,,,121.506939340,25.046450501
808820,02,,,,,121.501523303,25.038339258
808824,02,,,,,121.507110951,25.047099058
808903,02,,,,,121.506941603,25.046458377
808821,02,,,,,121.501533158,25.038467826
808825,02,,,,,121.507108700,25.047091179
808904,02,,,,,121.506943865,25.046466253
808822,02,,,,,121.501524178,25.038468035
808826,02,,,,,121.507106449,25.047083300
808905,02,,,,,121.506946127,25.046474129
532512,01,小型車,18,07,桂林路,121.502089782,25.038263676
808827,02,,,,,121.507104199,25.047075422
808906,02,,,,,121.506948390,25.046482005
808828,02,,,,,121.507101948,25.047067543
634430,03,身心障礙專用(汽,48,07,西寧南路,121.507017110,25.046324377
531572,01,小型車,32,07,西寧南路,121.507145659,25.047219828
809148,02,,,,,121.505099111,25.037218389
820645,02,,,,,121.502949302,25.028072120
808829,02,,,,,121.507099697,25.047059664
708801,01,小型車,47,07,西寧南路,121.507028990,25.046367260
541822,08,,33,07,西寧南路,121.507158370,25.047263494
809149,02,,,,,121.505097471,25.037210386
820646,02,,,,,121.502957415,25.028075615
808830,02,,,,,121.507097446,25.047051785
808907,02,,,,,121.507040476,25.046407679
580828,07,,24,07,西寧南路,121.506723547,25.045285455
809150,02,,,,,121.505095831,25.037202384
